aea_plant_id,year,fuel_type,generation
P3,2011,Oil,1851.534
P4,2011,Oil,1029.531
P5,2011,Oil,489.5706
P5,2011,Hydro,42.111
P6,2011,Hydro,22270.0
P7,2011,Oil,1119.0
P8,2011,Oil,23.0
P8,2011,Hydro,4838.0
P10,2011,Hydro,70602.0
P11,2011,Oil,2283.0
P12,2011,Hydro,24337.0
P13,2011,Hydro,263749.0
P14,2011,Wind,1394.0
,2011,Oil,655.368
P31,2011,Oil,573.845
P33,2011,Oil,632.583
P20,2011,Oil,2779.0
,2011,Oil,65.0
P15,2011,Hydro,17791.0
P18,2011,Hydro,6115.0
P34,2011,Oil,749.742
P16,2011,Hydro,15831.0
P22,2011,Oil,185.0
P26,2011,Oil,95.0
P26,2011,Hydro,3000.12
P36,2011,Oil,83.3
P23,2011,Oil,23.0
,2011,Oil,237.108
P43,2011,Oil,449.908
P25,2011,Oil,1286.0
P17,2011,Hydro,7965.0
P27,2011,Oil,1150.458
P21,2011,Oil,929.0
P28,2011,Oil,119.0
P29,2011,Oil,10400.0
P40,2011,Oil,267.042
P45,2011,Oil,1946.208
P46,2011,Oil,1277.774
P79,2011,Oil,405.42
P48,2011,Oil,1176.332
P49,2011,Oil,1657.267
P49,2011,Wind,741.629
P80,2011,Oil,800.578
P81,2011,Oil,261.5155
P50,2011,Oil,1159.445
P51,2011,Oil,3089.884
P51,2011,Wind,80.325
P52,2011,Oil,1495.881
P52,2011,Wind,387.204
P82,2011,Oil,773.073
P83,2011,Oil,569.047
P84,2011,Oil,594.372
P53,2011,Oil,2711.468
P53,2011,Wind,543.096
P85,2011,Oil,1005.8
P77,2011,Oil,1472.206
P86,2011,Oil,727.038
P54,2011,Oil,2286.42
P54,2011,Wind,496.85
P55,2011,Oil,1511.732
P56,2011,Oil,1212.085
P57,2011,Oil,1966.457
P58,2011,Oil,1315.918
P59,2011,Oil,1644.176
P87,2011,Oil,708.831
P87,2011,Wind,238.706
P88,2011,Oil,652.663
P60,2011,Oil,2796.866
P61,2011,Oil,1466.378
P62,2011,Oil,1800.64
P63,2011,Oil,2001.474
P90,2011,Oil,1110.214
P91,2011,Oil,788.019
P65,2011,Oil,1750.671
P66,2011,Oil,1415.165
P66,2011,Wind,409.24
P93,2011,Oil,1123.786
P67,2011,Oil,3172.434
P73,2011,Oil,1734.962
P68,2011,Oil,1753.637
P68,2011,Wind,359.924
P69,2011,Oil,1735.552
P70,2011,Oil,2745.755
P70,2011,Wind,107.907
P94,2011,Oil,369.015
P95,2011,Oil,903.839
P95,2011,Wind,0.082
P71,2011,Oil,1593.91
P72,2011,Oil,1527.344
P74,2011,Oil,1354.235
P96,2011,Oil,837.989
P75,2011,Oil,3044.756
P76,2011,Oil,2592.108
P76,2011,Wind,559.973
P98,2011,Oil,582.095
P100,2011,Oil,252.608
P101,2011,Oil,48.345
P101,2011,Gas,91290.655
P102,2011,Hydro,66088.0
P103,2011,Oil,328.0
P103,2011,Gas,1082675.0
P105,2011,Oil,2618.598
P107,2011,Oil,444.322
P108,2011,Oil,796.814
P109,2011,Coal,209150.0
,2011,Wind,955.0
P110,2011,Gas,50211.0
P111,2011,Oil,318.03
P47,2011,Oil,41800.0
P113,2011,Oil,1592.204
P114,2011,Oil,304.165
P115,2011,Oil,308.276
P116,2011,Oil,506.531
P117,2011,Oil,199.043
P116,2011,Oil,868.082
P119,2011,Oil,519.236
P120,2011,Gas,2281306.0
P155,2011,Oil,41995.0
P121,2011,Hydro,28759.0
,2011,Oil,21789.0
P124,2011,Oil,389.51
P127,2011,Oil,15113.0
P128,2011,Hydro,46189.0
P129,2011,Oil,7338.0
P130,2011,Oil,17519.0
P133,2011,Oil,9068.0
P134,2011,Hydro,16759.928
P135,2011,Oil,438.7359
P139,2011,Oil,281.745
,2011,Oil,277.4572
,2011,Oil,461.351
,2011,Oil,2566.921
P144,2011,Oil,2907.345
P145,2011,Oil,474.603
P149,2011,Oil,8529.0
P150,2011,Oil,178.0
P150,2011,Coal,178010.0
P151,2011,Oil,486542.0
P153,2011,Oil,755.701
P35,2011,Hydro,1955.0
P35,2011,Oil,98.19696
P154,2011,Oil,3061.62
P157,2011,Gas,276289.0
P158,2011,Oil,143.0
P156,2011,Hydro,303900.0
P160,2011,Oil,372.295
P161,2011,Oil,307.718455
P162,2011,Oil,84.087
P162,2011,Hydro,3566.238
P163,2011,Oil,2025.215
P166,2011,Hydro,183.54
P164,2011,Oil,4816.875
P165,2011,Oil,2769.488
P169,2011,Oil,336.347
P171,2011,Hydro,46676.0
P172,2011,Hydro,22625.0
P173,2011,Oil,2603.0
P174,2011,Hydro,12871.0
P175,2011,Hydro,90502.0
P177,2011,Oil,1712.346
P177,2011,Hydro,3102.464
P178,2011,Oil,1583.208
P182,2011,Oil,18214.0
P183,2011,Oil,3568.0
P184,2011,Wind,12364.0
P185,2011,Oil,70.0
P187,2011,Hydro,114186.0
P188,2011,Oil,406.922
P188,2011,Wind,66.449
P189,2011,Oil,20300.0
P189,2011,Wind,1502.537
P190,2011,Oil,314.147
P191,2011,Oil,1377.593
P192,2011,Oil,1168.266
P193,2011,Oil,159.17355
P193,2011,Hydro,342.385
P194,2011,Oil,472.118
,2011,Oil,32.903
P196,2011,Oil,1365.719
P198,2011,Oil,2840.704
P199,2011,Oil,65.0
P200,2011,Hydro,5129.0
P201,2011,Hydro,15040.0
P202,2011,Oil,220.9848
P203,2011,Oil,302.6524
,2011,Oil,106.4297
P205,2011,Oil,259.1367
P206,2011,Oil,128.072
P207,2011,Oil,19900.0
P209,2011,Oil,979.45
P210,2011,Oil,1630.624
P211,2011,Oil,176.4313
P211,2011,Wind,15.799
P212,2011,Oil,392.2319
P213,2011,Oil,648.44
P214,2011,Oil,399.2111
P215,2011,Oil,33500.0
P216,2011,Oil,3599.0
P217,2011,Oil,3241.0
P218,2011,Oil,4550.0
P219,2011,Oil,1754.0
P219,2011,Gas,1475.0
P220,2011,Oil,6153.0
P221,2011,Oil,3085.0
P222,2011,Oil,6258.0
P223,2011,Oil,829.249
P224,2011,Oil,18800.0
P225,2011,Oil,328.82
P227,2011,Oil,211.787
P228,2011,Oil,798.502
P229,2011,Oil,618.0
P229,2011,Hydro,10803.0
P230,2011,Oil,443.084
P230,2011,Wind,5.517
P232,2011,Oil,490.07
P233,2011,Oil,671.839
P233,2011,Wind,44.0
P236,2011,Oil,732.5764
P237,2011,Oil,420.732
P238,2011,Oil,4295.975
P239,2011,Oil,44.0
P240,2011,Hydro,56154.0
P241,2011,Hydro,58996.0
P242,2011,Oil,1386.0
P247,2011,Oil,194.5705
P248,2011,Oil,648.313
P249,2011,Oil,1146.596
,2011,Oil,472.204
,2011,Oil,1908.416
P252,2011,Oil,4313.795
P253,2011,Oil,434.1617
P256,2011,Oil,416.313
P258,2011,Oil,606.7231
P259,2011,Oil,970.951
P260,2011,Oil,282.2418
,2011,Oil,211.643
,2011,Wind,0.66
P262,2011,Oil,3497.944
P262,2011,Wind,921.367
P264,2011,Oil,43500.0
P265,2011,Oil,426.984
P272,2011,Oil,369.216
P273,2011,Oil,1374.0
P78,2011,Oil,6511.709
P3,2012,Oil,1928.0
P4,2012,Oil,1182.0
P5,2012,Oil,320.0
P5,2012,Hydro,365.0
P6,2012,Hydro,21935.0
P7,2012,Oil,592.0
P8,2012,Hydro,3987.0
P10,2012,Hydro,84467.0
P11,2012,Oil,230.0
P12,2012,Hydro,28396.0
P13,2012,Hydro,290422.0
P14,2012,Wind,989.0
,2012,Oil,690.0
P31,2012,Oil,582.0
P15,2012,Hydro,19497.0
P20,2012,Oil,1600.0
P34,2012,Oil,769.0
P21,2012,Oil,726.0
P16,2012,Hydro,16298.0
P36,2012,Oil,77.0
P23,2012,Oil,34.0
P17,2012,Hydro,6915.0
P43,2012,Oil,415.0
P25,2012,Oil,1270.0
P26,2012,Hydro,3331.0
P27,2012,Oil,1352.0
P18,2012,Hydro,6614.0
P28,2012,Oil,31.0
P29,2012,Oil,10151.0
P40,2012,Oil,287.0
P45,2012,Oil,2031.0
P46,2012,Oil,1312.0
P79,2012,Oil,417.0
P48,2012,Oil,1185.0
P49,2012,Oil,1767.0
P49,2012,Wind,822.0
P80,2012,Oil,818.0
P81,2012,Oil,503.0
P50,2012,Oil,1182.0
P51,2012,Oil,2866.0
P51,2012,Wind,504.0
P52,2012,Oil,1465.0
P52,2012,Wind,453.0
P82,2012,Oil,830.0
P83,2012,Oil,563.0
P84,2012,Oil,617.0
P53,2012,Oil,2740.0
P53,2012,Wind,637.0
P85,2012,Oil,1033.0
P86,2012,Oil,753.0
P54,2012,Oil,2492.0
P54,2012,Wind,517.0
P55,2012,Oil,1500.0
P56,2012,Oil,1208.0
P57,2012,Oil,2034.0
P58,2012,Oil,1324.0
P59,2012,Oil,1627.0
P87,2012,Oil,775.0
P87,2012,Wind,184.0
P88,2012,Oil,652.0
P60,2012,Oil,2853.0
P61,2012,Oil,1443.0
P62,2012,Oil,1864.0
P63,2012,Oil,2003.0
P90,2012,Oil,1064.0
P91,2012,Oil,853.0
P65,2012,Oil,1814.0
P66,2012,Oil,1381.0
P66,2012,Wind,536.0
P93,2012,Oil,1034.0
P67,2012,Oil,3271.0
P73,2012,Oil,1798.0
P68,2012,Oil,1904.0
P68,2012,Wind,242.0
P69,2012,Oil,1649.0
P70,2012,Oil,3137.0
P70,2012,Wind,95.0
P94,2012,Oil,359.0
P95,2012,Oil,813.0
P95,2012,Wind,148.0
P71,2012,Oil,1600.0
P72,2012,Oil,1574.0
P74,2012,Oil,1414.0
P96,2012,Oil,819.0
P75,2012,Oil,3032.0
P76,2012,Oil,2546.0
P76,2012,Wind,640.0
P77,2012,Oil,1411.0
P98,2012,Oil,585.0
P100,2012,Oil,266.0
P101,2012,Oil,51.0
P101,2012,Gas,54582.0
P102,2012,Hydro,71126.0
P103,2012,Oil,1199.0
P103,2012,Gas,1005890.0
P105,2012,Oil,2717.0
P107,2012,Oil,404.0
P107,2012,Hydro,6.0
P108,2012,Oil,741.0
P109,2012,Coal,201405.0
P110,2012,Gas,49580.0
P111,2012,Oil,328.0
P47,2012,Oil,44177.0
P113,2012,Oil,1562.0
P114,2012,Oil,290.0
P115,2012,Oil,298.0
P116,2012,Oil,965.0
P116,2012,Oil,446.0
P117,2012,Oil,381.0
P119,2012,Oil,529.0
P120,2012,Gas,2009571.0
P121,2012,Hydro,77589.0
,2012,Gas,56163.0
P124,2012,Oil,394.0
P127,2012,Oil,12204.0
P128,2012,Hydro,44135.0
P129,2012,Oil,4426.0
P130,2012,Oil,29655.0
P132,2012,Hydro,3477.0
P133,2012,Oil,10786.0
P134,2012,Hydro,13297.0
P135,2012,Oil,520.0
P139,2012,Oil,608.0
,2012,Oil,263.0
,2012,Oil,576.0
P142,2012,Wind,18039.0
P144,2012,Oil,5737.0
,2012,Oil,2844.0
P145,2012,Oil,527.0
P148,2012,Wind,13359.0
P149,2012,Oil,10667.0
P150,2012,Oil,114.0
P150,2012,Coal,215310.0
P151,2012,Oil,590971.0
P153,2012,Oil,812.0
P35,2012,Oil,184.0
P35,2012,Hydro,1975.0
P154,2012,Oil,3446.0
P155,2012,Gas,78818.0
P156,2012,Hydro,397373.0
P157,2012,Gas,239080.0
P158,2012,Oil,201.0
P160,2012,Oil,397.0
P161,2012,Oil,335.0
P162,2012,Hydro,4259.0
P163,2012,Oil,1814.0
P166,2012,Hydro,1059.0
P164,2012,Oil,4668.0
P165,2012,Oil,2970.0
P169,2012,Oil,734.0
P171,2012,Hydro,47490.0
P172,2012,Hydro,24125.0
P174,2012,Hydro,13745.0
P175,2012,Hydro,80974.0
P173,2012,Oil,456.0
P177,2012,Oil,2603.0
P177,2012,Hydro,2450.0
P178,2012,Oil,1489.0
P182,2012,Oil,5486.0
P183,2012,Oil,141.0
P184,2012,Wind,16313.0
P187,2012,Hydro,131121.0
P188,2012,Oil,317.0
P188,2012,Wind,158.0
P189,2012,Oil,19650.0
P189,2012,Wind,3025.0
P190,2012,Oil,320.0
P191,2012,Oil,1437.0
P192,2012,Oil,1097.0
P192,2012,Wind,6.0
P193,2012,Oil,199.0
P193,2012,Hydro,947.0
P194,2012,Oil,455.0
,2012,Oil,73.0
P196,2012,Oil,1374.0
P198,2012,Oil,2754.0
P200,2012,Hydro,5452.0
P201,2012,Hydro,16157.0
P202,2012,Oil,270.0
P203,2012,Oil,298.0
,2012,Oil,116.0
P205,2012,Oil,256.0
P206,2012,Oil,138.0
P207,2012,Oil,19344.0
P209,2012,Oil,776.0
P210,2012,Oil,1846.0
P211,2012,Oil,417.0
P211,2012,Wind,36.0
P212,2012,Oil,389.0
P213,2012,Oil,656.0
P214,2012,Oil,409.0
P215,2012,Oil,34531.0
P216,2012,Oil,4045.0
P217,2012,Oil,3523.0
P218,2012,Oil,5728.0
P219,2012,Oil,2047.0
P219,2012,Gas,1417.0
P220,2012,Oil,6336.0
P221,2012,Oil,3227.0
P222,2012,Oil,6376.0
P223,2012,Oil,878.0
P224,2012,Oil,19164.0
P225,2012,Oil,538.0
P225,2012,Hydro,28.0
P227,2012,Oil,192.0
P228,2012,Oil,820.0
P229,2012,Oil,807.0
P229,2012,Hydro,13259.0
P230,2012,Oil,459.0
P232,2012,Oil,657.0
P233,2012,Oil,1009.0
P233,2012,Wind,188.0
P236,2012,Oil,676.0
P237,2012,Oil,734.0
P238,2012,Oil,4533.0
P239,2012,Oil,100.0
P240,2012,Hydro,55672.0
P241,2012,Hydro,57966.0
P242,2012,Oil,1820.0
P244,2012,Hydro,100440.0
P247,2012,Oil,200.0
P248,2012,Oil,758.0
P249,2012,Oil,1155.0
,2012,Oil,480.0
,2012,Oil,3656.0
P252,2012,Oil,3898.0
P253,2012,Oil,474.0
P256,2012,Oil,417.0
P258,2012,Oil,635.0
P259,2012,Oil,955.0
P259,2012,Wind,33.0
P260,2012,Oil,296.0
,2012,Oil,222.0
P262,2012,Oil,3478.0
P262,2012,Wind,938.0
P264,2012,Oil,44073.0
P265,2012,Oil,503.0
P272,2012,Oil,760.0
P273,2012,Oil,434.0
P78,2012,Oil,6133.0
P2,2013,Oil,69.0
P3,2013,Oil,1873.0
P4,2013,Oil,1146.0
P5,2013,Oil,500.0
P5,2013,Hydro,86.0
P6,2013,Hydro,25056.0
P7,2013,Oil,274.0
P8,2013,Oil,14.0
P8,2013,Hydro,4690.0
P10,2013,Hydro,82519.0
P11,2013,Oil,431.0
P12,2013,Hydro,30072.0
P13,2013,Hydro,258832.0
P14,2013,Wind,1600.0
,2013,Oil,697.0
P31,2013,Oil,573.0
P15,2013,Hydro,20540.0
,2013,Oil,47.0
P20,2013,Oil,1445.0
P34,2013,Oil,718.0
P21,2013,Oil,1501.0
P16,2013,Hydro,15521.0
P22,2013,Oil,844.0
P36,2013,Oil,34.0
P23,2013,Oil,13.0
P17,2013,Hydro,7405.0
P43,2013,Oil,446.0
P25,2013,Oil,1236.0
P26,2013,Oil,188.0
P26,2013,Hydro,3137.0
P27,2013,Oil,1273.0
P18,2013,Hydro,5715.0
P28,2013,Oil,76.0
P29,2013,Oil,9753.0
P40,2013,Oil,299.0
P45,2013,Oil,2266.0
P46,2013,Oil,1257.0
P79,2013,Oil,419.0
P48,2013,Oil,1115.0
P49,2013,Oil,1712.0
P49,2013,Wind,803.0
P80,2013,Oil,829.0
P81,2013,Oil,503.0
P50,2013,Oil,1190.0
P51,2013,Oil,3187.0
P51,2013,Wind,516.0
P52,2013,Oil,1454.0
P52,2013,Wind,482.0
P82,2013,Oil,727.0
P83,2013,Oil,576.0
P84,2013,Oil,630.0
P53,2013,Oil,2685.0
P53,2013,Wind,563.0
P85,2013,Oil,977.0
P86,2013,Oil,708.0
P86,2013,Other,9.0
P54,2013,Oil,2411.0
P54,2013,Wind,562.0
P55,2013,Oil,1525.0
P56,2013,Oil,1267.0
P57,2013,Oil,1966.0
P58,2013,Oil,1302.0
P59,2013,Oil,1585.0
P87,2013,Oil,682.0
P87,2013,Wind,233.0
P88,2013,Oil,606.0
P60,2013,Oil,2903.0
P61,2013,Oil,1390.0
P62,2013,Oil,1874.0
P63,2013,Oil,1925.0
P90,2013,Oil,1038.0
P91,2013,Oil,831.0
P65,2013,Oil,1805.0
P66,2013,Oil,1453.0
P66,2013,Wind,568.0
P93,2013,Oil,1019.0
P67,2013,Oil,3166.0
P73,2013,Oil,1720.0
P68,2013,Oil,1803.0
P68,2013,Wind,353.0
P69,2013,Oil,1674.0
P70,2013,Oil,2809.0
P70,2013,Wind,54.0
P94,2013,Oil,376.0
P95,2013,Oil,737.0
P95,2013,Wind,295.0
P71,2013,Oil,1630.0
P72,2013,Oil,1737.0
P74,2013,Oil,1517.0
P96,2013,Oil,838.0
P75,2013,Oil,3008.0
P76,2013,Oil,2588.0
P76,2013,Wind,557.0
P77,2013,Oil,1327.0
P98,2013,Oil,609.0
P100,2013,Oil,259.0
P101,2013,Oil,174.0
P101,2013,Gas,22163.0
P102,2013,Hydro,89936.0
P103,2013,Oil,1513.0
P103,2013,Gas,560770.0
P105,2013,Oil,2548.0
P106,2013,Oil,517.0
P107,2013,Oil,30.0
P107,2013,Hydro,443.0
P108,2013,Oil,718.0
P109,2013,Coal,187843.0
P110,2013,Oil,26.0
P110,2013,Gas,50226.0
P111,2013,Oil,296.0
P47,2013,Oil,42620.0
P113,2013,Oil,1750.0
P114,2013,Oil,361.0
P115,2013,Oil,269.0
P116,2013,Oil,850.0
P116,2013,Oil,381.0
P117,2013,Oil,384.0
P119,2013,Oil,459.0
P120,2013,Gas,1379744.0
P155,2013,Gas,41965.0
P121,2013,Hydro,35928.0
,2013,Gas,14860.0
P123,2013,Gas,1324209.0
P124,2013,Oil,408.0
P127,2013,Oil,13574.0
P128,2013,Hydro,54750.0
P129,2013,Oil,5075.0
P130,2013,Oil,17027.0
P132,2013,Hydro,3510.0
P133,2013,Oil,9086.0
P134,2013,Hydro,15774.0
P135,2013,Oil,397.0
P139,2013,Oil,603.0
,2013,Oil,247.0
,2013,Oil,691.0
P142,2013,Wind,44784.0
P144,2013,Oil,5428.0
,2013,Oil,2615.0
P145,2013,Oil,524.0
P148,2013,Wind,71010.0
P149,2013,Oil,6878.0
P150,2013,Oil,254.0
P150,2013,Coal,191064.0
P151,2013,Oil,390644.0
P153,2013,Oil,807.0
P35,2013,Oil,64.0
P35,2013,Hydro,1939.0
P154,2013,Oil,3172.0
P156,2013,Hydro,368254.0
P157,2013,Gas,263113.0
P158,2013,Oil,87.0
P160,2013,Oil,411.0
P161,2013,Oil,323.0
P162,2013,Hydro,4048.0
P163,2013,Oil,1760.0
P166,2013,Hydro,1015.0
P164,2013,Oil,4641.0
P165,2013,Oil,3056.0
P169,2013,Oil,705.0
P171,2013,Hydro,42463.0
P172,2013,Hydro,20846.0
P174,2013,Hydro,10997.0
P175,2013,Hydro,69157.0
P173,2013,Oil,10204.0
P177,2013,Oil,2526.0
P177,2013,Hydro,1997.0
P178,2013,Oil,1685.0
P182,2013,Oil,5808.0
P184,2013,Wind,26699.0
P187,2013,Hydro,119142.0
P188,2013,Oil,363.0
P188,2013,Wind,78.0
P189,2013,Oil,18045.0
P189,2013,Wind,3387.0
P190,2013,Oil,283.0
P191,2013,Oil,1448.0
P192,2013,Oil,984.0
P192,2013,Wind,194.0
P193,2013,Oil,26.0
P193,2013,Hydro,773.0
P194,2013,Oil,424.0
,2013,Oil,72.0
P196,2013,Oil,340.0
P198,2013,Oil,2598.0
P200,2013,Hydro,4368.0
P201,2013,Hydro,16198.0
P202,2013,Oil,110.0
P203,2013,Oil,258.0
,2013,Oil,88.0
P205,2013,Oil,237.0
P206,2013,Oil,50.0
P207,2013,Oil,19434.0
P209,2013,Oil,894.0
P210,2013,Oil,1604.0
P211,2013,Oil,170.0
P211,2013,Wind,12.0
P212,2013,Oil,328.0
P213,2013,Oil,684.0
P214,2013,Oil,405.0
P215,2013,Oil,32745.0
P216,2013,Oil,4048.0
P217,2013,Oil,3388.0
P218,2013,Oil,4569.0
P219,2013,Oil,1236.0
P219,2013,Gas,4688.0
P220,2013,Oil,6345.0
P221,2013,Oil,3515.0
P222,2013,Oil,6341.0
P223,2013,Oil,881.0
P224,2013,Oil,18160.0
P225,2013,Oil,434.0
P225,2013,Hydro,326.0
P227,2013,Oil,170.0
P228,2013,Oil,102.0
P228,2013,Hydro,932.0
P229,2013,Oil,661.0
P229,2013,Hydro,11717.0
P230,2013,Oil,411.0
P232,2013,Oil,515.0
P233,2013,Oil,841.0
P233,2013,Wind,375.0
P236,2013,Oil,649.0
P237,2013,Oil,673.0
P238,2013,Oil,4138.0
P239,2013,Oil,306.0
P240,2013,Hydro,52463.0
P241,2013,Hydro,60781.0
P242,2013,Oil,151.0
P244,2013,Hydro,100440.0
P18,2013,Hydro,3725.0
P247,2013,Oil,200.0
P248,2013,Oil,766.0
P249,2013,Oil,1104.0
,2013,Oil,457.0
,2013,Oil,2681.0
P252,2013,Oil,3161.0
P253,2013,Oil,426.0
P256,2013,Oil,399.0
P258,2013,Oil,679.0
P259,2013,Oil,795.0
P259,2013,Wind,268.0
P260,2013,Oil,279.0
,2013,Oil,188.0
P262,2013,Oil,3341.0
P262,2013,Wind,996.0
P263,2013,Oil,45034.0
P264,2013,Oil,175.0
P265,2013,Oil,454.0
P270,2013,Oil,707.0
P272,2013,Oil,740.0
P273,2013,Oil,597.0
P78,2013,Oil,6118.0
P107,2014,Oil,240.28
P107,2014,Hydro,276.175
,2014,Oil,752.976
,2014,Oil,2598.796
P177,2014,Oil,2404.455
P177,2014,Hydro,2222.0
P212,2014,Oil,334.783
P237,2014,Oil,661.949
P238,2014,Oil,886.347
P238,2014,Wind,668.643
,2014,Oil,2060.313
P252,2014,Oil,486.87
P252,2014,Wind,1026.611
,2014,Oil,206.757
P263,2014,Oil,46622.0
P264,2014,Oil,68.0
P266,2014,Oil,25376.087
