,Unnamed: 0,AEA Plant ID,eia_plant_id,PCE reporting ID,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
203,,P176,58977.0,,Whitman,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,4.8,1.0,Electric Utility,1.0,34.5, ,,55.328056,-131.530833,OP,,,,,,,,,,,,,,,,,,
204,,P177,7493.0,332070.0,King Cove,AEA-043,9897.0,"King Cove, City of",131-0000,King Cove_grid,1.0,1.0,True,2.6,1.0,Electric Utility,1.0,480.0, ,,55.061683,-162.3103,OP,,,,,,,,,,,,,,,,,,
205,,P178,,332080.0,Kipnuk,AEA-044,,Kipnuk Light Plant,132-0000,Kipnuk_grid,0.0,1.0,,1.05,1.0,Electric Utility,1.0,,,,59.93889,-164.04139,OP,,,,,,,,,,,,,,,,,,
206,,P179,,332090.0,Kobuk,AEA-045,,Kobuk Valley Electric Company,149-1980,Shungnak_grid,0.0,1.0,False,0.171,1.0,Electric Utility,1.0,7.2,,,,,OP,,,,,,,,,,,,,,,,,,
207,,P180,58405.0,,ESS Battery Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,3.0,1.0,Electric Utility,1.0,12.47, ,,57.799167,-152.404167,OP,,,,,,,,,,,,,,,,,,
208,,P181,60563.0,,Flywheel Energy Storage System Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,2.0,1.0,Electric Utility,1.0,12.47, ,,57.780114,-152.443783,OP,,,,,,,,,,,,,,,,,,
209,,P182,6281.0,,Kodiak Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,18.3,1.0,Electric Utility,1.0,67.0, ,,57.789956,-152.396982,OP,,,,,,,,,,,,,,,,,,
210,,P183,7723.0,,Nymans Plant Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,10.0,1.0,Electric Utility,1.0,67.0, ,,57.731608,-152.507044,,,,,,,,,,,,,,,,,,,
211,,P184,57187.0,,Pillar Mountain Wind Project Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,9.0,1.0,Electric Utility,1.0,69.0, ,,57.7869,-152.4406,OP,,,,,,,,,,,,,,,,,,
212,,P185,6282.0,,Port Lions Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,0.0,0.0,False,0.5,1.0,Electric Utility,1.0,12.47, ,,57.864775,-152.855441,,,,,,,,,,,,,,,,,,,
213,,P186,60250.0,,Swampy Acres Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,8.4,1.0,Electric Utility,1.0,12.47, ,,57.77556,-152.48028,,,,,,,,,,,,,,,,,,,
214,,P187,71.0,,Terror Lake Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,33.6,1.0,Electric Utility,1.0,138.0, ,,57.6861,-152.895,OP,,,,,,,,,,,,,,,,,,
215,,P188,,332100.0,Kokhanok,AEA-046,,Kokhanok Village Council,134-0000,Kokhanok_grid,0.0,1.0,True,0.452,1.0,Electric Utility,1.0,7.2,,,59.4416,-154.75514,OP,,,,,,,,,,,,,,,,,,
216,,P189,6304.0,332130.0,Kotzebue,AEA-048,10451.0,Kotzebue Electric Association,135-0000,Kotzebue_grid,1.0,1.0,False,17.5,1.0,Electric Utility,1.0,7.2, ,,66.837778,-162.556944,OP,,,,,,,,,,,,,,,,,,
217,,P190,,332140.0,Koyukuk,AEA-049,,"Koyukuk, City of",136-0000,Koyukuk_grid,0.0,1.0,True,0.202,1.0,Electric Utility,1.0,7.2,,,64.88093,-157.70103,OP,,,,,,,,,,,,,,,,,,
218,,P191,,332150.0,Kwethluk,AEA-050,,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,137-0000,Kwethluk_grid,0.0,1.0,True,1.05,1.0,Electric Utility,1.0,7.2,,,60.81222,-161.43583,OP,,,,,,,,,,,,,,,,,,
219,,P192,,332160.0,Kwigillingok,AEA-051,,Kwigillingok Power Company,138-0000,Kwigillingok_grid,0.0,1.0,True,1.07,1.0,Electric Utility,1.0,7.2,,,59.86393,-163.13322,OP,,,,,,,,,,,,,,,,,,
220,,P193,,332170.0,Larsen Bay,AEA-052,,Larsen Bay Utility Company,139-0000,Larsen Bay_grid,0.0,1.0,True,0.34,1.0,Electric Utility,1.0,7.2,,,57.53854,-153.97844,OP,,,,,,,,,,,,,,,,,,
221,,P194,,332180.0,Levelock,AEA-053,,Levelock Electrical Coop,140-0000,Levelock_grid,0.0,1.0,True,0.267,1.0,Electric Utility,1.0,7.2,,,59.115,-156.85667,OP,,,,,,,,,,,,,,,,,,
222,,P195,,332190.0,Lime Village,AEA-054,,Lime Village Electric Utility,141-0000,Lime Village_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,61.35639,-155.43556,OP,,,,,,,,,,,,,,,,,,
223,,P253,7171.0,332200.0,Manley,,11591.0,Manley Utility Co Inc,188-0000,Manley Hot Springs_grid,0.0,1.0,True,0.23600000000000002,1.0,Electric Utility,1.0,7.2,,,65.00111,-150.63389,OP,,,,,,,,,,,,,,,,,,
224,,P196,,332210.0,Manokotak,AEA-056,,Manokotak Power Company,142-0000,Manokotak_grid,0.0,1.0,True,0.8300000000000001,1.0,Electric Utility,1.0,7.2,,,58.98139,-159.05833,OP,,,,,,,,,,,,,,,,,,
225,,P197,58989.0,,Eklutna Generation Station,AEA-107,11824.0,Matanuska Electric Association,215-1985,Railbelt_grid,1.0,0.0,False,171.0,1.0,Electric Utility,1.0,115.0, ,,61.457778,-149.351389,OP,,,,,,,,,,,,,,,,,,
226,,P198,6555.0,332220.0,McGrath,AEA-057,12119.0,Mcgrath Light & Power,143-0000,McGrath_grid,1.0,1.0,True,2.2,1.0,Electric Utility,1.0,2.4, ,,62.95699,-155.594997,OP,,,,,,,,,,,,,,,,,,
227,,P199,7112.0,,Centennial,AEA-108,12385.0,Metlakatla Power & Light,225_0000,Metlakatla_grid,1.0,0.0,False,5.1,1.0,Electric Utility,1.0,12.47, ,,55.121433,-131.560267,OP,,,,,,,,,,,,,,,,,,
228,,P200,7168.0,,Chester Lake,AEA-108,12385.0,Metlakatla Power & Light,225_0000,Metlakatla_grid,1.0,0.0,False,1.3,1.0,Electric Utility,1.0,12.47, ,,55.116879,-131.545879,OP,,,,,,,,,,,,,,,,,,
229,,P201,6302.0,,Purple Lake,AEA-108,12385.0,Metlakatla Power & Light,225_0000,Metlakatla_grid,1.0,0.0,False,3.9,1.0,Electric Utility,1.0,12.47, ,,55.091263,-131.544978,OP,,,,,,,,,,,,,,,,,,
230,,P202,,332230.0,Chuathbaluk,AEA-058,,Middle Kuskokwim Electric,144-0000,Chuathbaluk_grid,0.0,1.0,False,0.167,1.0,Electric Utility,1.0,7.2,,,61.57194,-159.245,OP,,,,,,,,,,,,,,,,,,
231,,P203,,332240.0,Crooked Creek,AEA-058,,Middle Kuskokwim Electric,145-0000,Crooked Creek_grid,0.0,1.0,True,0.259,1.0,Electric Utility,1.0,7.2,,,61.87,-158.11083,OP,,,,,,,,,,,,,,,,,,
232,,P204,,332250.0,Red Devil,AEA-058,,Middle Kuskokwim Electric,146-0000,Red Devil_grid,0.0,1.0,False,0.092,1.0,Electric Utility,1.0,7.2,,,61.76111,-157.3125,OP,,,,,,,,,,,,,,,,,,
233,,P205,,332260.0,Sleetmute,AEA-058,,Middle Kuskokwim Electric,147-0000,Sleetmute_grid,0.0,1.0,True,0.338,1.0,Electric Utility,1.0,7.2,,,61.7025,-157.16972,OP,,,,,,,,,,,,,,,,,,
234,,P206,,332270.0,Stony River,AEA-058,,Middle Kuskokwim Electric,148-0000,Stony River_grid,0.0,1.0,True,0.166,1.0,Electric Utility,1.0,7.2,,,61.78306,-156.58806,OP,,,,,,,,,,,,,,,,,,
235,,P207,6301.0,332280.0,Naknek,AEA-059,13201.0,Naknek Electric Association,150-0000,Naknek_grid,1.0,1.0,True,9.9,1.0,Electric Utility,1.0,7.2, ,,58.730417,-157.007222,OP,,,,,,,,,,,,,,,,,,
236,,P208,,332290.0,Napakiak,AEA-060,,Napakiak Ircinraq,034-1988,Bethel_grid,0.0,1.0,False,0.25,1.0,Electric Utility,1.0,7.2,,,,,,,,,,,,,,,,,,,,,,,
237,,P209,,332300.0,Napaskiak,AEA-061,,Napaskiak Electric Utility,153-0000,Napaskiak_grid,0.0,1.0,False,0.5700000000000001,1.0,Electric Utility,1.0,7.2,,,60.70806,-161.76611,OP,,,,,,,,,,,,,,,,,,
238,,P210,,332310.0,Chefornak,AEA-062,,Naterkaq Light Plant (City of Chefornak),154-0000,Chefornak_grid,0.0,1.0,True,0.921,1.0,Electric Utility,1.0,7.2,,,60.16,-164.26583,OP,,,,,,,,,,,,,,,,,,
239,,P211,,332470.0,Perryville,AEA-073,,Native Village of Perryville,155-0000,Perryville_grid,0.0,1.0,True,0.41000000000000003,1.0,Electric Utility,1.0,7.2,,,55.91278,-159.14556,OP,,,,,,,,,,,,,,,,,,
240,,P212,,332320.0,Nelson Lagoon,AEA-063,,Nelson Lagoon Electrical Coop,156-0000,Nelson Lagoon_grid,0.0,1.0,False,0.3,1.0,Electric Utility,1.0,7.2,,,56.00194,-161.20278,OP,,,,,,,,,,,,,,,,,,
241,,P213,,332110.0,Koliganek,AEA-064,,New Koliganek Village Council,157-0000,Koliganek_grid,0.0,1.0,True,0.42,1.0,Electric Utility,1.0,7.2,,,59.72861,-157.28444,OP,,,,,,,,,,,,,,,,,,
242,,P214,,332330.0,Nikolai,AEA-065,,"Nikolai, City of",158-0000,Nikolai_grid,0.0,1.0,False,0.3,1.0,Electric Utility,1.0,7.2,,,,,OP,,,,,,,,,,,,,,,,,,
243,,P215,90.0,332340.0,Snake River,AEA-066,13642.0,Nome Joint Utility Systems,159-0000,Nome_grid,1.0,1.0,False,19.2,1.0,Electric Utility,1.0,4.0, ,,64.505331,-165.429814,OP,,,,,,,,,,,,,,,,,,
244,,P216,7487.0,332350.0,Anaktuvuk Pass,AEA-067,26616.0,North Slope Borough Power & Light,160-0000,Anaktuvuk Pass_grid,1.0,1.0,False,2.795,1.0,Electric Utility,1.0,4.16, ,,68.13795,-151.741017,OP,,,,,,,,,,,,,,,,,,
245,,P217,7482.0,332360.0,Atqasuk,AEA-067,26616.0,North Slope Borough Power & Light,161-0000,Atqasuk_grid,1.0,1.0,False,3.37,1.0,Electric Utility,1.0,4.16, ,,70.4826,-157.4252,OP,,,,,,,,,,,,,,,,,,
246,,P218,7483.0,332370.0,Kaktovik,AEA-067,26616.0,North Slope Borough Power & Light,162-0000,Kaktovik_grid,1.0,1.0,False,2.72,1.0,Electric Utility,1.0,4.16, ,,70.125617,-143.619033,OP,,,,,,,,,,,,,,,,,,
247,,P219,7484.0,332380.0,Nuiqsut,AEA-067,26616.0,North Slope Borough Power & Light,163-0000,Nuiqsut_grid,1.0,1.0,False,4.4,1.0,Electric Utility,1.0,4.16, ,,70.220565,-150.993492,OP,,,,,,,,,,,,,,,,,,
248,,P220,7485.0,332390.0,Point Hope,AEA-067,26616.0,North Slope Borough Power & Light,164-0000,Point Hope_grid,1.0,1.0,True,3.1,1.0,Electric Utility,1.0,4.16, ,,68.348424,-166.737211,OP,,,,,,,,,,,,,,,,,,
249,,P221,7486.0,332400.0,Point Lay,AEA-067,26616.0,North Slope Borough Power & Light,165-0000,Point Lay_grid,1.0,1.0,True,2.4,1.0,Electric Utility,1.0,4.16, ,,69.740833,-163.005833,OP,,,,,,,,,,,,,,,,,,
250,,P222,7488.0,332410.0,Wainwright,AEA-067,26616.0,North Slope Borough Power & Light,166-0000,Wainwright_grid,1.0,1.0,True,3.11,1.0,Electric Utility,1.0,12.47, ,,70.642877,-160.020461,OP,,,,,,,,,,,,,,,,,,
251,,P223,,332420.0,Nunam Iqua,AEA-068,,Nunam Iqua Electric Company,167-0000,Nunam Iqua_grid,0.0,1.0,True,0.84,1.0,Electric Utility,1.0,7.2,,,62.53361,-164.84111,OP,,,,,,,,,,,,,,,,,,
252,,P224,109.0,332430.0,Dillingham,AEA-069,13870.0,Nushagak Electric Cooperative,169-0000,Dillingham_grid,1.0,1.0,True,6.6,1.0,Electric Utility,1.0,12.0, ,,59.042914,-158.468597,OP,,,,,,,,,,,,,,,,,,
253,,P289,54871.0,,Offshore Systems,AEA-168,13972.0,Offshore Systems Inc,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,P282,54888.0,,American President Lines Ltd,AEA-162,14313.0,Ounalshka Corp,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,P225,,332440.0,Ouzinkie,AEA-070,,"Ouzinkie, City of",170-0000,Ouzinkie_grid,0.0,1.0,False,0.35100000000000003,1.0,Electric Utility,1.0,7.2,,,57.92361,-152.50222,OP,,,,,,,,,,,,,,,,,,
256,,P226,,,Dry Spruce Bay (Creek),AEA-150,,"PB Energy, Inc",,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,P227,,332450.0,Pedro Bay,AEA-071,,Pedro Bay Village Council,171-0000,Pedro Bay_grid,0.0,1.0,True,0.211,1.0,Electric Utility,1.0,,,,59.78722,-154.10611,OP,,,,,,,,,,,,,,,,,,
258,,P228,6702.0,332460.0,Pelican,AEA-072,29297.0,Pelican Utility,172-0000,Pelican_grid,1.0,1.0,False,1.7,1.0,Electric Utility,1.0,2.4, ,,57.957197,-136.220095,OP,,,,,,,,,,,,,,,,,,
259,,P287,50415.0,,King Cove,AEA-165,14852.0,Peter Pan Seafoods,131-0000,King Cove_grid,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,P229,91.0,,Blind Slough,AEA-110,14856.0,"Petersburg, City of",217-2009,SEAPA_grid,1.0,0.0,False,14.5,1.0,Electric Utility,1.0,24.9, ,,56.81104,-132.957091,,,,,,,,,,,,,,,,,,,
261,,P284,54151.0,,Central Production Facility 1,AEA-164,14956.0,Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,P285,54152.0,,Central Production Facility 2,AEA-164,14956.0,Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,P286,54153.0,,Central Production Facility 3,AEA-164,14956.0,Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,P230,,332480.0,Pilot Point,AEA-074,,Pilot Point Electric Utility,173-0000,Pilot Point_grid,0.0,1.0,True,0.246,1.0,Electric Utility,1.0,7.2,,,57.56417,-157.57917,OP,,,,,,,,,,,,,,,,,,
265,,P231,,332490.0,Platinum,AEA-075,,"Platinum, City of",174-0000,Platinum_grid,0.0,1.0,True,0.14,1.0,Electric Utility,1.0,,,,59.01306,-161.81639,OP,,,,,,,,,,,,,,,,,,
266,,P232,,332500.0,Port Heiden,AEA-077,,Port Heiden Utilities,175-0000,Port Heiden_grid,0.0,1.0,True,0.369,1.0,Electric Utility,1.0,7.2,,,56.94839,-158.62902,OP,,,,,,,,,,,,,,,,,,
267,,P233,,332510.0,Kongiganak,AEA-078,,Puvurnaq Power Company,176-0000,Kongiganak_grid,0.0,1.0,True,0.84,1.0,Electric Utility,1.0,7.2,,,59.88,-163.054,OP,,,,,,,,,,,,,,,,,,
268,,P234,,332520.0,Rampart,AEA-079,,Rampart Village Council,177-0000,Rampart_grid,0.0,1.0,False,0.187,1.0,Electric Utility,1.0,7.2,,,65.505,-150.17,OP,,,,,,,,,,,,,,,,,,
269,,P235,,,Willow Solar,AEA-151,,Renewable IPP,215-1985,Railbelt_grid,0.0,0.0,False,,,,,,,,,,OP,,,,,,,,,,,,,,,,,,
270,,P236,,332530.0,Ruby,AEA-080,,"Ruby, City of",178-0000,Ruby_grid,0.0,1.0,True,0.464,1.0,Electric Utility,1.0,7.2,,,64.73944,-155.48694,OP,,,,,,,,,,,,,,,,,,
271,,P237,,332550.0,Saint George,AEA-082,,"Saint George, City of",179-0000,Saint George_grid,0.0,1.0,True,0.8,1.0,Electric Utility,1.0,7.2,,,56.6,-169.54167,OP,,,,,,,,,,,,,,,,,,
272,,P238,,332560.0,Saint Paul,AEA-083,,Saint Paul Municipal Electric,180-0000,Saint Paul_grid,0.0,1.0,True,2.92,1.0,Electric Utility,1.0,7.2,,,57.12222,-170.275,OP,,,,,,,,,,,,,,,,,,
273,,P239,92.0,,Seward,AEA-111,16955.0,"Seward, City of",215-1985,Railbelt_grid,1.0,0.0,False,15.6,1.0,Electric Utility,1.0,150.0, ,,60.130922,-149.43501,,,,,,,,,,,,,,,,,,,
274,,P280,7333.0,,Blue Lake Fish Valve,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,0.0,0.0,False,15.9,1.0,Electric Utility,1.0,69.0, ,,57.0516,-135.2297,,,,,,,,,,,,,,,,,,,
275,,P240,93.0,,Blue Lake Hydro,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,1.0,0.0,False,15.9,1.0,Electric Utility,1.0,69.0, ,,57.0516,-135.2297,OP,,,,,,,,,,,,,,,,,,
276,,P241,313.0,,Green Lake,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,1.0,0.0,False,18.6,1.0,Electric Utility,1.0,69.0, ,,56.986284,-135.12275,OP,,,,,,,,,,,,,,,,,,
277,,P242,6801.0,,Jarvis Street,AEA-130,17271.0,"Sitka, City & Borough of",219-0000,Sitka_grid,1.0,0.0,False,25.6,1.0,Electric Utility,1.0,69.0, ,,57.0497,-135.3128,,,,,,,,,,,,,,,,,,,
278,,P243,,,South Fork Hydro (Eagle River),AEA-152,,"South Fork Hydro, LLC",215-1985,Railbelt_grid,0.0,0.0,False,,,,,,,,,,OP,,,,,,,,,,,,,,,,,,
279,,P244,61166.0,,Tyee Lake Hydroelectric Facility,AEA-124,60770.0,Southeast Alaska Power Agency,217-2009,SEAPA_grid,1.0,0.0,False,22.6,6.0,Commercial NAICS Non-Cogen,4.0,69.0,115,,56.216403,-131.504344,OP,,,,,,,,,,,,,,,,,,
280,,P245,,,Burnett River Hatchery,AEA-154,,SSRAA,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,P246,,332570.0,Stevens Village,AEA-081,,Stevens Village Ira Council,181-0000,Stevens Village_grid,0.0,1.0,True,0.417,1.0,Electric Utility,1.0,7.2,,,66.00639,-149.09083,OP,,,,,,,,,,,,,,,,,,
282,,P247,,332580.0,Takotna,AEA-084,,Takotna Community Assoc Inc,182-0000,Takotna_grid,0.0,1.0,False,0.216,1.0,Electric Utility,1.0,7.2,,,62.98861,-156.06417,OP,,,,,,,,,,,,,,,,,,
283,,P248,,332590.0,Port Alsworth,AEA-085,,Tanalian Electric Cooperative,183-0000,Port Alsworth_grid,0.0,1.0,True,0.63,1.0,Electric Utility,1.0,7.2,,,60.2025,-154.31278,OP,,,,,,,,,,,,,,,,,,
284,,P249,,332600.0,Tanana,AEA-086,,Tanana Power Company Inc,184-0000,Tanana_grid,0.0,1.0,True,1.375,1.0,Electric Utility,1.0,2.4,,,65.17194,-152.07889,OP,,,,,,,,,,,,,,,,,,
285,,P250,,332610.0,Tatitlek,AEA-087,,Tatitlek Village Ira Council,185-0000,Tatitlek_grid,0.0,1.0,True,0.315,1.0,Electric Utility,1.0,,,,60.86472,-146.67861,OP,,,,,,,,,,,,,,,,,,
286,,P251,,331005.0,Adak,AEA-088,,TDX Adak Generating LLC,186-0000,Adak_grid,0.0,1.0,False,4.335,1.0,Electric Utility,1.0,2.4,,,51.8725,-176.62861,OP,,,,,,,,,,,,,,,,,,
287,,P252,,332540.0,Sand Point,AEA-089,63560.0,"Sand Point Generating, LLC",187-0000,Sand Point_grid,0.0,1.0,True,2.83,1.0,Electric Utility,1.0,7.2,,,55.33972,-160.49722,OP,,,,,,,,,,,,,,,,,,
288,,P253,,332200.0,Manley Hot Springs,AEA-090,,TDX Manley Generating LLC,188-0000,Manley Hot Springs_grid,0.0,1.0,True,0.23600000000000002,1.0,Electric Utility,1.0,7.2,,,65.00111,-150.63389,OP,,,,,,,,,,,,,,,,,,
289,,P254,58278.0,,TNSG North Plant,AEA-117,19277.0,TDX North Slope Generating Company,224_0000,Deadhorse_grid,1.0,0.0,False,25.7,1.0,Electric Utility,1.0,12.47,4.16,,70.235278,-148.383611,OP,,,,,,,,,,,,,,,,,,
290,,P255,58117.0,,TNSG South Plant,AEA-117,19277.0,TDX North Slope Generating Company,224_0000,Deadhorse_grid,1.0,0.0,False,7.8,1.0,Electric Utility,1.0,12.47,4.16,,70.2,-148.466667,OP,,,,,,,,,,,,,,,,,,
291,,P256,,332630.0,Tenakee Springs,AEA-092,,"Tenakee Springs, City of",189-0000,Tenakee Springs_grid,0.0,1.0,False,0.24,1.0,Electric Utility,1.0,7.2,,,57.78083,-135.21889,OP,,,,,,,,,,,,,,,,,,
292,,P257,52184.0,,Tesoro Kenai Cogeneration Plant,AEA-125,18617.0,Tesoro Alaska Company LLC,215-1985,Railbelt_grid,1.0,0.0,True,8.6,4.0,Industrial NAICS Cogen,7.0,25.0, ,,60.677,-151.3815,,,,,,,,,,,,,,,,,,,
293,,P258,,332710.0,Tuluksak,AEA-093,,Tuluksak Traditional,190-0000,Tuluksak_grid,0.0,1.0,False,0.3,1.0,Electric Utility,1.0,7.2,,,61.1025,-160.96167,OP,,,,,,,,,,,,,,,,,,
294,,P259,,332720.0,Tuntutuliak,AEA-094,,Tuntutuliak Community,191-0000,Tuntutuliak_grid,0.0,1.0,True,0.975,1.0,Electric Utility,1.0,7.2,,,60.34306,-162.66306,OP,,,,,,,,,,,,,,,,,,
295,,P260,,332730.0,Twin Hills,AEA-095,,Twin Hills Village Council,192-0000,Twin Hills_grid,0.0,1.0,False,0.22,1.0,Electric Utility,1.0,,,,59.07917,-160.275,,,,,,,,,,,,,,,,,,,
296,,P261,,332740.0,Nikolski,AEA-096,,Umnak Power Company,193-0000,Nikolski_grid,0.0,1.0,True,0.196,1.0,Electric Utility,1.0,7.2,,,52.93806,-168.86778,,,,,,,,,,,,,,,,,,,
297,,P262,6299.0,332850.0,Unalakleet,AEA-098,40548.0,Unalakleet Valley Electric Cooperative,194-0000,Unalakleet_grid,1.0,1.0,True,1.9000000000000001,1.0,Electric Utility,1.0,4.0, ,,63.876789,-160.790414,OP,,,,,,,,,,,,,,,,,,
298,,P263,7502.0,,Dutch Harbor,AEA-097,19454.0,"Unalaska, City of",195-0000,Unalaska_grid,1.0,,True,21.9,1.0,Electric Utility,1.0,4.16, ,,53.892459,-166.538185,OP,,,,,,,,,,,,,,,,,,
299,,P264,7503.0,,Unalaska Power Module,AEA-097,19454.0,"Unalaska, City of",195-0000,Unalaska_grid,1.0,,True,1.1,1.0,Electric Utility,1.0,4.16, ,,53.863993,-166.512591,OP,,,,,,,,,,,,,,,,,,
300,,P291,,332860.0,Unalaska,AEA-097,19454.0,"Unalaska, City of",195-0000,Unalaska_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,,,,53.863993,-166.512591,OP,Inlcudes EIA Unalaska Power Module and Dutch Harbor,,,,,,,,,,,,,,,,,
301,,P265,,332870.0,Newtok,AEA-099,,Ungusraq Power Company,196-0000,Newtok_grid,0.0,1.0,True,0.27,1.0,Electric Utility,1.0,,,,60.94278,-164.62944,OP,,,,,,,,,,,,,,,,,,
302,,P266,54422.0,,Unisea G 2,AEA-126,19553.0,Unisea Inc,195-0000,Unalaska_grid,1.0,0.0,False,17.5,5.0,Industrial NAICS Non-Cogen,6.0,12.4, ,,53.8796,-166.5532,OP,,,,,,,,,,,,,,,,,,
303,,P267,50711.0,,University of Alaska Fairbanks,AEA-127,19511.0,University of Alaska,215-1985,Railbelt_grid,1.0,0.0,True,22.6,3.0,Commercial NAICS Cogen,5.0,69.0, ,,64.854171,-147.822075,OP,,,,,,,,,,,,,,,,,,
304,,P268,50392.0,,Eielson AFB Central Heat & Power Plant,AEA-120,22199.0,U S Air Force-Eielson AFB,215-1985,Railbelt_grid,1.0,0.0,True,33.5,3.0,Commercial NAICS Cogen,5.0,7.2, ,,64.67141,-147.075988,OP,,,,,,,,,,,,,,,,,,
305,,P270,,332880.0,Venetie,AEA-100,,Venetie Village Electric,197-0000,Venetie_grid,0.0,1.0,True,0.495,1.0,Electric Utility,1.0,7.2,,,67.01389,-146.41861,OP,,,,,,,,,,,,,,,,,,
306,,P271,54305.0,,Westward Seafoods,AEA-128,20523.0,Westward Seafoods Inc,195-0000,Unalaska_grid,1.0,0.0,True,6.6,4.0,Industrial NAICS Cogen,7.0,4.16, ,,53.858508,-166.55288,OP,,,,,,,,,,,,,,,,,,
307,,P272,,332890.0,White Mountain,AEA-101,,"White Mountain, City of",198-0000,WhiteMountain_grid,0.0,1.0,True,,1.0,Electric Utility,1.0,7.2,,,64.68139,-163.40556,OP,,,,,,,,,,,,,,,,,,
308,,P273,95.0,,Wrangell,AEA-135,21015.0,"Wrangell, City of",217-2009,SEAPA_grid,1.0,0.0,True,8.5,1.0,Electric Utility,1.0,12.47, ,,56.460976,-132.379439,,,,,,,,,,,,,,,,,,,
309,,P269,,,Ivanof Bay,,,,,,0.0,0.0,False,0.224,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,
310,,P274,,,Jetty Lake (West Side Hydro),,,,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,P275,,,Marathon Hydro,,,,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,P276,,,McRoberts Creek,,,,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,P277,,,Tin City,,,,,,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,P298,,,Juniper Creek Hydroetlectric,,,Juniper Creek Hydroelectric Project,,Railbelt_grid,,,,,,,,,,,,,OP,,,,,,,,,,,,,,,,,,
315,,P296,,,Chugach Storage,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,,,,,,,,,,,,,OP,,,,,,,,,,,,,,,,,,0.0
316,,P297,,,TDX Saint Paul Wind,AEA-155,,TDX Corporation,180-0000,Saint Paul_grid,0.0,0.0,False,,1.0,Electric Utility,1.0,,,,,,OP,,,,,,,,,,,,,,,,,,
